"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","962","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Game/HorrorEngine/Materials/HE_VhsGlow.HE_VhsGlow","0","76","18","4","51.504307","0","377"
"/Game/HorrorEngine/Materials/HE_MasterMaterial.HE_MasterMaterial","0","123","9","2","123.977989","0","812"
"/Game/HorrorEngine/Materials/HE_TvGlow.HE_TvGlow","0","76","65","4","42.101891","0","143"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/Virus_Laboratory/Materials/Master/M_SP_simple.M_SP_simple","0","33","10","1","34.712822","0","132"
"/Game/Virus_Laboratory/Materials/Master/M_SP_Translucent.M_SP_Translucent","0","42","1","1","172.776703","0","230"
"/Game/HorrorEngine/Materials/HE_ControlScreen.HE_ControlScreen","0","42","9","1","42.243359","0","212"
"/Game/HorrorEngine/Materials/HE_VhsPlayerPart.HE_VhsPlayerPart","0","42","1","1","161.226822","0","249"
"/Game/HorrorEngine/Materials/HE_VhsPlayer.HE_VhsPlayer","0","52","10","1","51.221226","0","231"
"/Game/HorrorEngine/Materials/HE_OldTv.HE_OldTv","0","21","4","1","23.437883","0","56"
"/Game/HorrorEngine/Materials/He_VhsBlankScreenGlow.He_VhsBlankScreenGlow","0","19","8","1","13.384474","0","83"
"/Game/HorrorEngine/Materials/He_VhsBlankScreen.He_VhsBlankScreen","0","21","3","1","24.432737","0","55"
"/Game/HorrorEngine/Materials/He_NoiseGlow.He_NoiseGlow","0","19","1","1","13.000315","0","52"
"/Game/HorrorEngine/Materials/He_Noise.He_Noise","0","21","10","1","23.854631","0","55"
"/Game/HorrorEngine/Materials/He_Shot.He_Shot","0","31","2","1","38.602314","0","101"
"/Game/HorrorEngine/Materials/HE_PistolBullet.HE_PistolBullet","0","21","5","1","25.094177","0","57"
"/Game/HorrorEngine/Textures/HUD/InventoryCapture_Mat.InventoryCapture_Mat","0","15","15","1","9.548546","0","25"
"/Game/HorrorEngine/Materials/HE_EmissiveText.HE_EmissiveText","0","34","10","1","29.948402","0","114"
"/Game/HorrorEngine/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","24","9","1","21.287954","0","92"
"/Game/HorrorEngine/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","84","1","1","106.461700","0","618"
"/Game/HorrorEngine/Materials/HE_LighterFlame.HE_LighterFlame","0","24","4","1","19.609623","0","70"
"/Game/HorrorEngine/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","24","7","1","21.416689","0","78"
"/Game/HorrorEngine/Materials/HE_Glitch.HE_Glitch","0","15","1","1","11.086852","0","40"
"/Game/HorrorEngine/Materials/HE_Paper.HE_Paper","0","21","10","1","24.592005","0","77"
"/Game/HorrorEngine/Materials/He_Rock.He_Rock","0","33","6","1","36.382938","0","112"
"/Game/HorrorEngine/Materials/HE_Glass.HE_Glass","0","42","1","1","163.468628","0","249"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
