"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","962","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/HorrorEngine/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","24","1","0.000000","0","0"
"/Game/HorrorEngine/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","84","1","0.000000","0","0"
"/Game/HorrorEngine/Materials/HE_LighterFlame.HE_LighterFlame","0","0","24","1","0.000000","0","0"
"/Game/HorrorEngine/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","24","1","0.000000","0","0"
"/Game/HorrorEngine/Materials/HE_MasterMaterial.HE_MasterMaterial","0","0","126","2","0.000000","0","0"
"/Game/HorrorEngine/Materials/HE_VhsPlayerPart.HE_VhsPlayerPart","0","0","42","1","0.000000","0","0"
"/Game/HorrorEngine/Materials/HE_VhsPlayer.HE_VhsPlayer","0","0","54","1","0.000000","0","0"
"/Game/HorrorEngine/Materials/HE_OldTv.HE_OldTv","0","0","21","1","0.000000","0","0"
"/Game/HorrorEngine/Materials/HE_VhsGlow.HE_VhsGlow","0","0","76","4","0.000000","0","0"
"/Game/HorrorEngine/Materials/He_VhsBlankScreenGlow.He_VhsBlankScreenGlow","0","0","19","1","0.000000","0","0"
"/Game/HorrorEngine/Materials/He_VhsBlankScreen.He_VhsBlankScreen","0","0","21","1","0.000000","0","0"
"/Game/HorrorEngine/Materials/He_NoiseGlow.He_NoiseGlow","0","0","19","1","0.000000","0","0"
"/Game/HorrorEngine/Materials/He_Noise.He_Noise","0","0","21","1","0.000000","0","0"
"/Game/HorrorEngine/Materials/HE_TvGlow.HE_TvGlow","0","0","76","4","0.000000","0","0"
"/Game/HorrorEngine/Materials/HE_Glass.HE_Glass","0","0","42","1","0.000000","0","0"
"/Game/Virus_Laboratory/Materials/Master/M_SP_simple.M_SP_simple","0","0","33","1","0.000000","0","0"
"/Game/Virus_Laboratory/Materials/Master/M_SP_Translucent.M_SP_Translucent","0","0","42","1","0.000000","0","0"
"/Game/HorrorEngine/Textures/HUD/InventoryCapture_Mat.InventoryCapture_Mat","0","0","15","1","0.000000","0","0"
"/Game/HorrorEngine/Materials/HE_ControlScreen.HE_ControlScreen","0","0","42","1","0.000000","0","0"
"/Game/HorrorEngine/Materials/HE_Paper.HE_Paper","0","0","21","1","0.000000","0","0"
"/Game/HorrorEngine/Materials/He_Rock.He_Rock","0","0","33","1","0.000000","0","0"
"/Game/HorrorEngine/Materials/HE_Glitch.HE_Glitch","0","0","15","1","0.000000","0","0"
"/Game/HorrorEngine/Materials/He_Shot.He_Shot","0","0","31","1","0.000000","0","0"
"/Game/HorrorEngine/Materials/HE_PistolBullet.HE_PistolBullet","0","0","21","1","0.000000","0","0"
"/Game/HorrorEngine/Materials/HE_EmissiveText.HE_EmissiveText","0","0","36","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
